Year,Student_ID,Gender,State,Assignment,Midterm1,Midterm2,Quiz,Total CourseWorkmarks,Final Marks,Total Marks,Grade
2014,4276,Male,Kelantan,17,7,6,2,32,23,55,C
2016,4277,Female,Selangor,19,4,8,1,32,27,59,C
2019,4278,Male,Selangor,17,8,4,1,30,39,69,B
2014,4279,Male,Negeri Sembilan,19,6,9,1,35,30,65,B
2012,4280,Female,Terengganu,19,3,10,1,33,29,62,B
2012,4281,Female,Penang,17,3,6,3,29,33,62,B
2015,4282,Female,Selangor,20,3,7,5,35,29,64,B
2019,4283,Female,Malacca,14,7,5,5,31,33,64,B
2013,4284,Female,Perlis,18,9,9,1,37,40,77,B
2016,4285,Male,Terengganu,19,5,9,1,34,25,59,C
2013,4286,Male,Pahang,19,5,4,3,31,38,69,B
2014,4287,Female,Negeri Sembilan,14,4,4,4,26,26,52,C
2013,4288,Female,Sarawak,16,8,9,4,37,34,71,B
2013,4289,Female,Selangor,20,5,7,1,33,22,55,C
2015,4290,Female,Perak,15,10,4,5,34,39,73,B
2012,4291,Male,Selangor,21,10,5,4,40,28,68,B
2013,4292,Female,Sabah,15,6,10,1,32,37,69,B
2018,4293,Female,Penang,16,5,3,2,26,25,51,C
2012,4294,Female,Kelantan,16,7,4,5,32,27,59,C
2019,4295,Male,Kedah,16,3,6,3,28,34,62,B
2019,4296,Female,Negeri Sembilan,17,10,10,5,42,40,82,A
2016,4297,Male,Perlis,18,9,7,3,37,34,71,B
2012,4298,Female,Perlis,21,9,7,5,42,28,70,B
2015,4299,Male,Sabah,17,10,9,3,39,25,64,B
2019,4300,Female,Johor,16,9,6,4,35,23,58,C
2018,4301,Male,Malacca,17,10,8,4,39,33,72,B
2019,4302,Male,Sarawak,20,3,5,5,33,26,59,C
2014,4303,Female,Kelantan,15,5,4,4,28,35,63,B
2018,4304,Female,Sabah,17,6,3,1,27,26,53,C
2015,4305,Male,Sarawak,16,7,3,5,31,27,58,C
2014,4306,Female,Negeri Sembilan,19,9,8,2,38,39,77,B
2016,4307,Female,Sabah,20,5,9,5,39,36,75,B
2016,4308,Female,Sabah,14,3,5,3,25,31,56,C
2014,4309,Female,Penang,19,6,3,4,32,37,69,B
2016,4310,Male,Negeri Sembilan,17,6,10,2,35,36,71,B
2015,4311,Female,Pahang,18,7,5,5,35,26,61,B
2016,4312,Male,Johor,15,8,4,5,32,24,56,C
2013,4313,Male,Negeri Sembilan,15,6,7,2,30,38,68,B
2015,4314,Female,Johor,16,10,10,2,38,39,77,B
2015,4315,Male,Perlis,14,6,3,4,27,25,52,C
2016,4316,Female,Kedah,14,6,3,1,24,33,57,C
2018,4317,Male,Selangor,17,5,8,2,32,29,61,B
2018,4318,Female,Sabah,21,4,5,5,35,37,72,B
2016,4319,Male,Sabah,18,5,5,1,29,27,56,C
2014,4320,Male,Negeri Sembilan,18,4,10,2,34,25,59,C
2014,4321,Male,Perak,18,5,7,1,31,30,61,B
2019,4322,Male,Selangor,21,3,4,4,32,25,57,C
2019,4323,Female,Pahang,13,10,4,5,32,35,67,B
2017,4324,Male,Kedah,21,7,5,1,34,35,69,B
2018,4325,Male,Perlis,19,8,5,4,36,34,70,B
2017,4326,Male,Negeri Sembilan,13,6,4,1,24,38,62,B
2017,4327,Female,Kelantan,20,9,9,4,42,29,71,B
2018,4328,Male,Kelantan,15,3,5,3,26,24,50,C
2017,4329,Male,Sarawak,15,5,7,5,32,24,56,C
2013,4330,Female,Sabah,19,10,9,2,40,22,62,B
2018,4331,Male,Perak,16,7,7,1,31,27,58,C
2018,4332,Female,Terengganu,15,8,8,3,34,25,59,C
2012,4333,Female,Selangor,17,9,10,4,40,38,78,B
2016,4334,Male,Negeri Sembilan,18,5,4,3,30,34,64,B
2018,4335,Female,Penang,21,3,5,3,32,29,61,B
2012,4336,Female,Perlis,15,5,3,5,28,29,57,C
2012,4337,Female,Sabah,13,4,8,2,27,27,54,C
2016,4338,Male,Johor,16,9,7,1,33,36,69,B
2013,4339,Male,Johor,16,3,6,3,28,30,58,C
2018,4340,Female,Perlis,18,7,9,4,38,23,61,B
2012,4341,Male,Sabah,14,6,4,3,27,26,53,C
2018,4342,Female,Pahang,21,5,3,1,30,34,64,B
2018,4343,Male,Terengganu,18,4,10,1,33,40,73,B
2018,4344,Male,Terengganu,18,9,6,1,34,33,67,B
2013,4345,Male,Malacca,21,6,4,4,35,26,61,B
2015,4346,Female,Penang,17,10,7,3,37,31,68,B
2018,4347,Female,Malacca,18,5,10,1,34,33,67,B
2016,4348,Male,Malacca,19,8,9,2,38,30,68,B
2019,4349,Female,Malacca,14,9,8,4,35,22,57,C
2018,4350,Female,Terengganu,17,8,7,4,36,33,69,B
2012,4351,Female,Johor,20,8,4,4,36,23,59,C
2015,4352,Female,Sarawak,15,9,4,4,32,37,69,B
2016,4353,Male,Pahang,20,3,8,3,34,38,72,B
2018,4354,Male,Malacca,17,3,5,5,30,30,60,B
2015,4355,Female,Johor,21,9,3,3,36,26,62,B
2013,4356,Male,Selangor,18,10,6,2,36,26,62,B
2018,4357,Female,Malacca,17,10,10,5,42,26,68,B
2014,4358,Female,Johor,21,3,5,1,30,22,52,C
2012,4359,Male,Selangor,21,3,5,4,33,40,73,B
2018,4360,Female,Kelantan,14,7,7,3,31,30,61,B
2014,4361,Female,Pahang,17,8,3,3,31,36,67,B
2014,4362,Female,Malacca,16,4,5,5,30,29,59,C
2017,4363,Female,Sarawak,17,5,5,4,31,40,71,B
2015,4364,Male,Kelantan,13,4,4,3,24,40,64,B
2018,4365,Male,Malacca,18,3,8,1,30,23,53,C
2019,4366,Male,Terengganu,18,10,5,4,37,37,74,B
2017,4367,Female,Sabah,14,6,8,4,32,36,68,B
2016,4368,Female,Perlis,20,7,4,4,35,35,70,B
2014,4369,Male,Perak,13,5,3,3,24,37,61,B
2018,4370,Male,Sabah,18,10,5,5,38,37,75,B
2013,4371,Male,Kelantan,20,4,9,1,34,25,59,C
2014,4372,Male,Penang,19,9,6,2,36,27,63,B
2014,4373,Female,Johor,21,7,10,4,42,23,65,B
2016,4374,Male,Negeri Sembilan,20,10,8,4,42,37,79,A
2016,4375,Male,Negeri Sembilan,15,9,5,1,30,23,53,C
2014,4376,Female,Pahang,14,4,6,4,28,35,63,B
2018,4377,Male,Sarawak,15,3,9,1,28,27,55,C
2015,4378,Female,Sarawak,18,3,6,1,28,37,65,B
2016,4379,Male,Sabah,20,6,3,2,31,32,63,B
2018,4380,Male,Kedah,16,9,4,1,30,29,59,C
2012,4381,Male,Johor,15,6,8,4,33,29,62,B
2013,4382,Male,Negeri Sembilan,18,4,8,2,32,24,56,C
2012,4383,Male,Malacca,17,7,5,1,30,31,61,B
2017,4384,Male,Perlis,19,5,6,3,33,24,57,C
2014,4385,Male,Penang,16,3,6,5,30,35,65,B
2012,4386,Female,Perlis,17,6,8,2,33,32,65,B
2013,4387,Female,Pahang,16,8,5,1,30,25,55,C
2014,4388,Male,Negeri Sembilan,14,5,3,2,24,35,59,C
2013,4389,Female,Terengganu,17,6,7,1,31,39,70,B
2016,4390,Male,Sarawak,15,10,4,1,30,25,55,C
2016,4391,Male,Malacca,19,6,3,1,29,31,60,B
2019,4392,Female,Terengganu,14,6,7,5,32,23,55,C
2018,4393,Male,Terengganu,14,3,7,4,28,36,64,B
2013,4394,Male,Pahang,16,8,9,2,35,40,75,B
2017,4395,Male,Malacca,15,7,4,1,27,40,67,B
2014,4396,Female,Sabah,16,5,6,3,30,22,52,C
2019,4397,Male,Sarawak,18,7,4,4,33,22,55,C
2017,4398,Male,Kelantan,16,7,9,3,35,34,69,B
2017,4399,Female,Perak,15,10,4,2,31,35,66,B
2012,4400,Male,Perlis,13,4,8,5,30,37,67,B
2018,4401,Male,Johor,14,4,5,4,27,35,62,B
2014,4402,Male,Johor,17,7,8,3,35,23,58,C
2016,4403,Male,Kelantan,15,9,6,5,35,28,63,B
2019,4404,Female,Perlis,15,7,9,5,36,24,60,B
2013,4405,Male,Terengganu,18,9,8,5,40,37,77,B
2012,4406,Female,Negeri Sembilan,21,7,6,5,39,24,63,B
2018,4407,Male,Johor,15,7,4,2,28,31,59,C
2013,4408,Male,Negeri Sembilan,19,9,4,3,35,31,66,B
2019,4409,Male,Perak,16,3,9,5,33,35,68,B
2017,4410,Female,Selangor,15,10,3,3,31,30,61,B
2018,4411,Female,Negeri Sembilan,15,5,8,1,29,33,62,B
2019,4412,Female,Sarawak,14,10,4,4,32,30,62,B
2016,4413,Male,Kelantan,13,10,5,5,33,26,59,C
2017,4414,Female,Sarawak,19,8,9,4,40,25,65,B
2012,4415,Male,Sabah,19,4,4,5,32,25,57,C
2018,4416,Male,Selangor,20,5,3,5,33,28,61,B
2018,4417,Male,Kelantan,13,4,6,2,25,40,65,B
2017,4418,Female,Terengganu,16,6,3,2,27,27,54,C
2015,4419,Male,Terengganu,13,3,10,3,29,31,60,B
2013,4420,Male,Selangor,21,5,9,4,39,38,77,B
2016,4421,Male,Kedah,16,5,3,4,28,29,57,C
2015,4422,Male,Terengganu,13,9,9,1,32,29,61,B
2018,4423,Male,Selangor,15,5,6,3,29,27,56,C
2012,4424,Female,Perlis,21,10,6,5,42,33,75,B
2014,4425,Female,Perlis,18,10,9,2,39,37,76,B
2012,4426,Female,Perak,19,3,9,4,35,34,69,B
2018,4427,Female,Penang,20,10,7,1,38,40,78,B
2015,4428,Female,Negeri Sembilan,15,7,7,4,33,40,73,B
2014,4429,Female,Kedah,15,7,8,3,33,35,68,B
2015,4430,Male,Kelantan,21,4,5,4,34,35,69,B
2016,4431,Male,Johor,15,3,4,1,23,33,56,C
2013,4432,Male,Johor,16,9,4,5,34,34,68,B
2017,4433,Male,Malacca,21,10,6,1,38,27,65,B
2014,4434,Female,Kedah,18,8,4,3,33,32,65,B
2017,4435,Male,Penang,18,5,9,4,36,26,62,B
2014,4436,Female,Pahang,17,8,5,2,32,25,57,C
2018,4437,Female,Sarawak,13,4,5,3,25,24,49,F
2014,4438,Female,Negeri Sembilan,13,5,3,1,22,33,55,C
2014,4439,Male,Pahang,13,7,5,3,28,37,65,B
2019,4440,Male,Sarawak,19,3,3,3,28,33,61,B
2013,4441,Female,Johor,13,6,4,4,27,28,55,C
2013,4442,Male,Malacca,16,8,7,5,36,36,72,B
2015,4443,Female,Perak,13,6,10,1,30,33,63,B
2012,4444,Male,Perak,13,4,9,4,30,23,53,C
2012,4445,Male,Kedah,13,8,3,4,28,26,54,C
2019,4446,Male,Sarawak,17,9,8,2,36,38,74,B
2019,4447,Female,Selangor,15,5,5,1,26,27,53,C
2017,4448,Female,Malacca,16,9,3,5,33,30,63,B
2016,4449,Female,Pahang,21,4,9,4,38,23,61,B
2014,4450,Male,Kedah,18,9,7,3,37,30,67,B
2013,4451,Female,Pahang,18,6,7,4,35,27,62,B
2019,4452,Male,Negeri Sembilan,13,10,8,5,36,28,64,B
2014,4453,Female,Johor,19,10,5,3,37,39,76,B
2014,4454,Male,Sabah,20,7,7,5,39,38,77,B
2012,4455,Female,Malacca,16,8,4,1,29,22,51,C
2019,4456,Male,Penang,19,9,8,4,40,24,64,B
2017,4457,Female,Kedah,16,7,3,2,28,35,63,B
2018,4458,Male,Sarawak,15,10,5,4,34,38,72,B
2018,4459,Male,Negeri Sembilan,13,6,8,3,30,28,58,C
2019,4460,Male,Terengganu,14,5,6,4,29,32,61,B
2019,4461,Male,Johor,17,5,9,3,34,32,66,B
2013,4462,Male,Kelantan,17,3,9,3,32,27,59,C
2015,4463,Female,Malacca,14,5,9,2,30,40,70,B
2012,4464,Male,Terengganu,21,7,5,4,37,40,77,B
2015,4465,Female,Negeri Sembilan,17,7,9,5,38,25,63,B
2018,4466,Female,Sabah,13,4,6,3,26,24,50,C
2015,4467,Female,Johor,17,5,9,4,35,22,57,C
2012,4468,Female,Selangor,15,6,9,5,35,31,66,B
2019,4469,Male,Penang,17,5,5,3,30,38,68,B
2015,4470,Female,Sabah,19,3,7,5,34,32,66,B
2012,4471,Male,Penang,18,6,5,1,30,27,57,C
2017,4472,Female,Johor,14,5,7,2,28,23,51,C
2017,4473,Male,Selangor,20,9,9,3,41,29,70,B
2018,4474,Male,Sarawak,19,8,8,4,39,33,72,B
2015,4475,Male,Perak,21,9,4,5,39,26,65,B
2015,4476,Male,Perak,13,5,4,2,24,26,50,C
2018,4477,Female,Kelantan,21,8,6,2,37,22,59,C
2019,4478,Male,Sabah,15,9,4,1,29,30,59,C
2014,4479,Female,Terengganu,13,7,5,5,30,30,60,B
2015,4480,Female,Perlis,14,8,7,4,33,40,73,B
2013,4481,Female,Perak,13,4,7,1,25,28,53,C
2018,4482,Male,Perak,21,5,9,3,38,22,60,B
2018,4483,Male,Perak,19,8,9,3,39,37,76,B
2013,4484,Female,Perak,15,5,6,1,27,26,53,C
2013,4485,Female,Sabah,18,6,6,2,32,37,69,B
2012,4486,Female,Penang,13,4,9,5,31,38,69,B
2018,4487,Male,Perak,16,8,4,4,32,36,68,B
2015,4488,Female,Negeri Sembilan,17,7,7,4,35,33,68,B
2012,4489,Male,Johor,21,5,3,3,32,27,59,C
2017,4490,Male,Malacca,18,4,4,3,29,30,59,C
2014,4491,Female,Negeri Sembilan,21,3,10,2,36,25,61,B
2019,4492,Male,Negeri Sembilan,19,8,7,5,39,27,66,B
2017,4493,Male,Pahang,17,7,7,3,34,26,60,B
2017,4494,Male,Perlis,20,3,5,3,31,27,58,C
2015,4495,Female,Negeri Sembilan,19,9,5,3,36,28,64,B
2016,4496,Female,Pahang,21,6,7,3,37,25,62,B
2018,4497,Female,Negeri Sembilan,14,9,4,3,30,33,63,B
2016,4498,Female,Kedah,16,6,6,4,32,39,71,B
2013,4499,Female,Pahang,20,10,10,1,41,29,70,B
2013,4500,Male,Sabah,15,10,5,5,35,27,62,B
2017,4501,Male,Perlis,16,10,7,1,34,28,62,B
2013,4502,Female,Terengganu,17,4,6,2,29,31,60,B
2018,4503,Female,Perlis,17,6,5,4,32,25,57,C
2013,4504,Female,Malacca,20,4,3,3,30,39,69,B
2014,4505,Female,Perak,17,9,10,3,39,31,70,B
2019,4506,Male,Selangor,20,8,6,3,37,35,72,B
2014,4507,Female,Terengganu,21,3,4,2,30,36,66,B
2015,4508,Male,Kelantan,14,8,5,5,32,39,71,B
2016,4509,Female,Pahang,21,7,7,2,37,28,65,B
2013,4510,Male,Johor,16,6,9,2,33,28,61,B
2018,4511,Female,Perlis,17,3,6,4,30,33,63,B
2013,4512,Male,Terengganu,21,3,9,3,36,27,63,B
2019,4513,Female,Perak,13,9,7,5,34,37,71,B
2018,4514,Male,Kelantan,19,4,3,2,28,27,55,C
2017,4515,Female,Johor,13,9,9,3,34,26,60,B
2018,4516,Male,Negeri Sembilan,15,5,5,4,29,36,65,B
2018,4517,Female,Perak,13,6,3,4,26,37,63,B
2018,4518,Male,Sabah,21,9,7,2,39,22,61,B
2017,4519,Male,Perlis,15,5,5,4,29,29,58,C
2019,4520,Male,Pahang,21,7,8,1,37,39,76,B
2017,4521,Male,Sabah,15,8,8,2,33,37,70,B
2018,4522,Male,Kelantan,13,5,6,2,26,34,60,B
2015,4523,Female,Kelantan,17,3,5,1,26,25,51,C
2014,4524,Female,Sabah,20,3,9,2,34,29,63,B
2013,4525,Female,Pahang,19,4,5,5,33,28,61,B
2015,4526,Male,Kelantan,14,3,7,4,28,33,61,B
2018,4527,Male,Selangor,17,3,9,3,32,23,55,C
2014,4528,Female,Pahang,21,3,6,1,31,28,59,C
2014,4529,Male,Sabah,18,4,6,3,31,29,60,B
2017,4530,Male,Penang,17,7,3,3,30,30,60,B
2012,4531,Female,Kelantan,17,8,3,5,33,28,61,B
2014,4532,Male,Kelantan,15,9,4,5,33,22,55,C
2018,4533,Female,Terengganu,15,4,4,3,26,29,55,C
2019,4534,Male,Perak,13,4,9,3,29,37,66,B
2014,4535,Female,Penang,13,8,5,1,27,36,63,B
2014,4536,Female,Negeri Sembilan,20,9,10,2,41,25,66,B
2012,4537,Female,Sabah,18,8,6,1,33,25,58,C
2017,4538,Female,Perlis,21,9,6,5,41,28,69,B
2019,4539,Female,Kelantan,13,7,5,5,30,22,52,C
2016,4540,Male,Selangor,15,3,7,1,26,29,55,C
2015,4541,Female,Sarawak,16,3,8,2,29,23,52,C
2018,4542,Male,Sabah,20,5,5,3,33,25,58,C
2013,4543,Male,Sabah,14,3,5,3,25,30,55,C
2017,4544,Male,Kedah,15,3,4,5,27,35,62,B
2016,4545,Male,Johor,20,3,6,1,30,38,68,B
2016,4546,Female,Malacca,17,9,10,3,39,28,67,B
2014,4547,Female,Kelantan,16,5,7,5,33,28,61,B
2018,4548,Female,Johor,16,8,9,5,38,35,73,B
2012,4549,Male,Negeri Sembilan,16,8,8,3,35,38,73,B
2013,4550,Male,Penang,20,3,8,2,33,37,70,B
2014,4551,Male,Sabah,14,9,10,2,35,37,72,B
2018,4552,Male,Johor,17,8,7,5,37,28,65,B
2017,4553,Female,Kelantan,13,6,9,4,32,26,58,C
2017,4554,Male,Perak,20,9,8,5,42,37,79,A
2012,4555,Female,Perak,15,4,5,2,26,24,50,C
2012,4556,Male,Pahang,18,5,3,2,28,22,50,C
2015,4557,Male,Sabah,13,9,8,2,32,40,72,B
2015,4558,Male,Perak,16,5,7,5,33,26,59,C
2016,4559,Male,Pahang,17,6,8,1,32,40,72,B
2015,4560,Female,Sarawak,20,7,8,4,39,37,76,B
2016,4561,Female,Negeri Sembilan,18,7,9,1,35,24,59,C
2014,4562,Female,Perak,15,8,7,1,31,34,65,B
2013,4563,Female,Terengganu,13,7,3,1,24,38,62,B
2016,4564,Female,Sabah,16,6,6,2,30,39,69,B
2019,4565,Female,Perlis,13,8,8,2,31,32,63,B
2018,4566,Male,Perlis,18,8,6,3,35,31,66,B
2015,4567,Male,Perlis,15,5,7,3,30,29,59,C
2013,4568,Male,Kelantan,14,4,6,2,26,34,60,B
2019,4569,Female,Perlis,21,4,3,1,29,25,54,C
2013,4570,Female,Terengganu,13,6,3,2,24,27,51,C
2013,4571,Female,Pahang,18,3,9,4,34,36,70,B
2015,4572,Male,Kedah,13,9,4,5,31,30,61,B
2013,4573,Female,Perlis,13,10,3,2,28,24,52,C
2018,4574,Female,Perlis,17,5,10,4,36,34,70,B
2018,4575,Female,Selangor,19,5,5,3,32,29,61,B
2013,4576,Female,Johor,20,8,8,2,38,35,73,B
2017,4577,Male,Terengganu,15,8,9,1,33,35,68,B
2017,4578,Male,Kelantan,13,4,7,4,28,22,50,C
2012,4579,Female,Selangor,20,8,4,3,35,29,64,B
2013,4580,Female,Perlis,14,5,7,5,31,37,68,B
2017,4581,Female,Perlis,13,5,8,5,31,27,58,C
2014,4582,Male,Negeri Sembilan,21,8,3,5,37,37,74,B
2014,4583,Female,Perak,17,7,9,4,37,35,72,B
2016,4584,Male,Johor,19,6,9,5,39,23,62,B
2015,4585,Female,Penang,15,10,4,1,30,32,62,B
2017,4586,Female,Perak,21,5,8,1,35,33,68,B
2017,4587,Female,Johor,21,6,6,1,34,24,58,C
2017,4588,Male,Perlis,15,10,8,4,37,31,68,B
2018,4589,Male,Perlis,18,3,7,2,30,32,62,B
2017,4590,Male,Sabah,15,5,3,1,24,40,64,B
2015,4591,Female,Sarawak,16,4,4,2,26,34,60,B
2014,4592,Male,Perak,16,7,6,3,32,22,54,C
2014,4593,Female,Penang,13,8,10,2,33,40,73,B
2014,4594,Female,Kedah,14,9,9,1,33,39,72,B
2013,4595,Male,Malacca,14,10,6,4,34,24,58,C
2014,4596,Male,Terengganu,16,4,7,2,29,26,55,C
2015,4597,Female,Selangor,17,9,4,2,32,28,60,B
2015,4598,Male,Johor,14,9,6,2,31,37,68,B
2019,4599,Female,Selangor,20,4,8,5,37,34,71,B
2012,4600,Male,Negeri Sembilan,20,10,8,3,41,32,73,B
2014,4601,Female,Johor,16,5,9,4,34,35,69,B
2013,4602,Female,Malacca,21,8,7,5,41,32,73,B
2016,4603,Male,Perak,19,4,10,5,38,22,60,B
2019,4604,Male,Penang,15,9,6,5,35,37,72,B
2016,4605,Female,Kelantan,19,9,5,3,36,26,62,B
2019,4606,Male,Penang,15,10,9,2,36,37,73,B
2017,4607,Female,Perak,21,3,4,2,30,24,54,C
2019,4608,Female,Sarawak,18,4,5,2,29,25,54,C
2013,4609,Female,Sarawak,16,4,5,2,27,31,58,C
2015,4610,Male,Negeri Sembilan,20,8,5,5,38,25,63,B
2013,4611,Male,Johor,19,8,3,1,31,23,54,C
2015,4612,Female,Selangor,21,10,5,1,37,32,69,B
2014,4613,Male,Perlis,18,7,5,4,34,34,68,B
2017,4614,Female,Selangor,15,8,7,5,35,37,72,B
2017,4615,Female,Sarawak,14,10,8,1,33,30,63,B
2015,4616,Female,Terengganu,13,6,6,5,30,31,61,B
2018,4617,Male,Perlis,13,6,9,4,32,39,71,B
2012,4618,Female,Johor,19,3,9,3,34,29,63,B
2019,4619,Female,Penang,13,7,4,3,27,22,49,F
2019,4620,Male,Selangor,19,7,4,5,35,38,73,B
2018,4621,Male,Perlis,19,10,10,4,43,27,70,B
2017,4622,Male,Johor,17,5,5,3,30,23,53,C
2016,4623,Female,Kelantan,14,5,9,1,29,29,58,C
2014,4624,Male,Terengganu,15,5,3,1,24,31,55,C
2017,4625,Male,Kelantan,21,3,9,4,37,26,63,B
2017,4626,Female,Kedah,20,4,10,5,39,25,64,B
2018,4627,Male,Kedah,19,4,6,2,31,34,65,B
2013,4628,Female,Malacca,14,10,10,1,35,38,73,B
2012,4629,Male,Kedah,15,6,3,3,27,37,64,B
2012,4630,Male,Sabah,20,4,5,3,32,26,58,C
2012,4631,Female,Malacca,14,9,7,3,33,23,56,C
2016,4632,Male,Johor,13,10,4,3,30,26,56,C
2016,4633,Male,Negeri Sembilan,14,6,10,5,35,40,75,B
2016,4634,Female,Sarawak,20,3,8,5,36,34,70,B
2014,4635,Female,Johor,16,4,9,1,30,32,62,B
2018,4636,Male,Perlis,15,4,9,4,32,31,63,B
2018,4637,Female,Johor,16,5,5,1,27,35,62,B
2018,4638,Female,Sarawak,20,4,6,3,33,39,72,B
2016,4639,Male,Selangor,21,8,4,5,38,33,71,B
2019,4640,Female,Pahang,17,9,3,3,32,36,68,B
2014,4641,Male,Sarawak,16,4,8,4,32,39,71,B
2015,4642,Female,Sabah,15,4,5,5,29,32,61,B
2019,4643,Male,Perak,20,7,9,1,37,25,62,B
2013,4644,Male,Kelantan,20,3,3,2,28,36,64,B
2015,4645,Male,Sabah,16,9,4,4,33,30,63,B
2015,4646,Male,Kedah,21,6,7,5,39,33,72,B
2012,4647,Female,Negeri Sembilan,17,9,8,4,38,34,72,B
2015,4648,Male,Selangor,18,6,9,3,36,24,60,B
2018,4649,Male,Sabah,15,4,5,4,28,22,50,C
2017,4650,Male,Kedah,21,5,5,2,33,40,73,B
2015,4651,Male,Johor,20,8,5,5,38,26,64,B
2017,4652,Male,Kelantan,17,7,10,1,35,24,59,C
2017,4653,Female,Johor,18,9,4,3,34,23,57,C
2015,4654,Male,Sabah,20,9,5,5,39,24,63,B
2015,4655,Male,Penang,19,9,7,3,38,34,72,B
2016,4656,Male,Negeri Sembilan,19,8,8,1,36,34,70,B
2012,4657,Male,Kedah,19,9,10,3,41,37,78,B
2019,4658,Male,Perlis,17,4,7,3,31,29,60,B
2014,4659,Male,Negeri Sembilan,16,5,4,4,29,34,63,B
2019,4660,Female,Pahang,15,9,5,3,32,35,67,B
2015,4661,Female,Perak,14,6,3,5,28,31,59,C
2016,4662,Female,Negeri Sembilan,20,4,7,4,35,39,74,B
2019,4663,Female,Sabah,17,10,10,2,39,25,64,B
2013,4664,Male,Johor,18,3,10,3,34,34,68,B
2017,4665,Female,Selangor,20,6,4,2,32,30,62,B
2018,4666,Female,Sabah,20,9,5,3,37,39,76,B
2016,4667,Male,Negeri Sembilan,13,9,9,3,34,30,64,B
2012,4668,Female,Selangor,18,7,3,4,32,38,70,B
2019,4669,Male,Pahang,20,9,8,4,41,28,69,B
2019,4670,Female,Sarawak,19,8,3,4,34,33,67,B
2016,4671,Female,Penang,15,9,3,2,29,29,58,C
2014,4672,Male,Selangor,13,4,6,4,27,35,62,B
2014,4673,Male,Sarawak,14,3,10,1,28,33,61,B
2015,4674,Male,Kedah,14,4,5,3,26,25,51,C
2016,4675,Female,Selangor,15,3,4,2,24,38,62,B
2017,4676,Male,Johor,21,10,8,4,43,37,80,A
2015,4677,Female,Terengganu,20,6,5,2,33,28,61,B
2019,4678,Female,Malacca,17,7,9,5,38,33,71,B
2017,4679,Male,Kelantan,17,4,8,2,31,33,64,B
2012,4680,Male,Johor,16,5,5,5,31,23,54,C
2015,4681,Male,Kedah,16,8,8,2,34,22,56,C
2016,4682,Female,Perak,20,5,9,3,37,39,76,B
2016,4683,Female,Johor,16,7,8,3,34,37,71,B
2014,4684,Male,Kelantan,19,10,9,5,43,32,75,B
2012,4685,Male,Kedah,18,6,10,5,39,25,64,B
2018,4686,Female,Penang,18,4,10,2,34,25,59,C
2018,4687,Male,Perlis,15,4,7,4,30,28,58,C
2019,4688,Male,Selangor,21,3,4,2,30,23,53,C
2014,4689,Female,Selangor,21,8,5,2,36,31,67,B
2018,4690,Female,Terengganu,19,3,5,2,29,38,67,B
2017,4691,Female,Penang,13,6,4,5,28,30,58,C
2013,4692,Female,Kelantan,17,10,5,2,34,23,57,C
2013,4693,Female,Sabah,15,4,4,1,24,33,57,C
2013,4694,Male,Perak,20,6,8,4,38,26,64,B
2012,4695,Female,Malacca,21,3,10,2,36,30,66,B
2014,4696,Female,Selangor,21,9,5,1,36,31,67,B
2014,4697,Female,Sabah,14,8,6,4,32,23,55,C
2015,4698,Male,Pahang,17,4,8,3,32,34,66,B
2018,4699,Male,Selangor,21,4,9,2,36,40,76,B
2016,4700,Male,Sabah,20,3,6,4,33,24,57,C
2016,4701,Female,Kelantan,14,8,5,1,28,24,52,C
2013,4702,Female,Kedah,20,9,7,1,37,24,61,B
2013,4703,Female,Johor,13,9,8,2,32,33,65,B
2015,4704,Female,Malacca,17,5,4,5,31,39,70,B
2017,4705,Female,Selangor,16,5,3,2,26,37,63,B
2012,4706,Male,Penang,14,10,5,2,31,25,56,C
2017,4707,Female,Kelantan,20,4,7,5,36,35,71,B
2019,4708,Male,Penang,16,5,8,2,31,34,65,B
2017,4709,Male,Pahang,17,8,10,5,40,23,63,B
2016,4710,Male,Sarawak,21,8,10,2,41,25,66,B
2013,4711,Female,Kedah,15,3,9,4,31,30,61,B
2019,4712,Female,Terengganu,18,5,10,3,36,28,64,B
2013,4713,Male,Malacca,17,7,8,2,34,30,64,B
2016,4714,Male,Terengganu,17,9,10,5,41,35,76,B
2014,4715,Female,Pahang,21,3,9,2,35,32,67,B
2018,4716,Male,Kedah,13,6,9,2,30,27,57,C
2014,4717,Female,Sabah,13,3,6,4,26,40,66,B
2019,4718,Male,Kelantan,18,7,3,5,33,26,59,C
2012,4719,Female,Sarawak,20,4,9,2,35,39,74,B
2019,4720,Female,Negeri Sembilan,16,9,3,4,32,31,63,B
2013,4721,Female,Kedah,19,5,10,3,37,27,64,B
2015,4722,Female,Negeri Sembilan,13,7,4,3,27,26,53,C
2013,4723,Female,Kedah,16,6,5,3,30,22,52,C
2016,4724,Female,Negeri Sembilan,16,6,3,1,26,33,59,C
2016,4725,Male,Pahang,20,4,7,3,34,32,66,B
2016,4726,Male,Malacca,21,4,10,1,36,24,60,B
2019,4727,Male,Terengganu,20,6,3,5,34,22,56,C
2019,4728,Male,Penang,19,10,4,3,36,36,72,B
2012,4729,Male,Selangor,18,8,7,2,35,30,65,B
2013,4730,Male,Negeri Sembilan,18,9,3,3,33,38,71,B
2017,4731,Male,Malacca,15,4,5,4,28,30,58,C
2014,4732,Male,Selangor,14,7,6,1,28,25,53,C
